@relation sensordata

@attribute max numeric
@attribute min numeric
@attribute std_dev numeric
@attribute activity {Cycling,Walking}

@data
10.480053,6.050497,2.087598,Cycling
10.805948,6.899831,2.160358,Cycling
11.117535,8.246665,2.229439,Cycling
12.918522,5.249864,2.168681,Cycling
12.142386,6.042236,2.163563,Cycling
15.594469,2.638629,2.064194,Cycling
15.219493,4.640311,2.268464,Cycling
14.990897,2.100439,2.153793,Cycling
16.128439,1.948967,2.297393,Cycling
11.434505,4.758533,2.09526,Cycling
11.530384,7.801975,2.190143,Cycling
11.102653,7.831627,2.208322,Cycling
12.694926,8.205453,2.225345,Cycling
18.828012,3.379598,2.059088,Cycling
13.958023,4.151772,2.128336,Cycling
12.605729,7.957511,2.183793,Cycling
16.47863,5.493475,2.181857,Cycling
19.268205,1.918752,2.221681,Cycling
13.478988,5.340622,2.162204,Cycling
13.030339,7.164883,2.22368,Cycling
13.227673,6.901197,2.234796,Cycling
17.531359,5.113998,2.189932,Cycling
11.791278,5.276488,2.069491,Cycling
11.950032,5.305096,2.18076,Cycling
12.272785,5.980961,2.205863,Cycling
14.340399,6.555787,2.237026,Cycling
11.339375,5.685024,2.135234,Cycling
22.420258,4.39988,2.295586,Walking
13.009467,2.895039,2.048632,Walking
20.980633,2.709235,2.372099,Walking
20.046605,5.014261,2.371845,Walking
15.891557,1.32055,2.202176,Walking
17.559949,3.481584,2.176653,Walking
22.682135,4.962786,2.434142,Walking
20.413897,2.47351,2.359103,Walking
19.22499,5.475625,2.346248,Walking
19.81222,2.775289,2.312302,Walking
18.454345,4.201451,2.314951,Walking
14.891931,5.213728,2.252989,Walking
21.069445,3.353258,2.387447,Walking
18.714923,4.009672,2.218121,Walking
18.781522,3.881314,2.364503,Walking
17.808192,5.216097,2.356682,Walking
25.505871,2.922947,2.517979,Walking
16.290702,2.223842,2.217903,Walking
18.137025,2.50282,2.119753,Walking
20.748009,3.531716,2.454931,Walking
20.925999,2.612936,2.351505,Walking
21.204623,5.191416,2.265778,Walking
21.300624,2.301814,2.346191,Walking
19.696998,3.914157,2.334209,Walking
19.778086,1.974022,2.384606,Walking
21.334205,3.289758,2.365104,Walking
20.726656,2.070639,2.140144,Walking
19.966496,3.711002,2.314439,Walking
19.908973,4.258079,2.336229,Walking
19.869004,4.387894,2.284753,Walking
20.499598,3.655832,2.423453,Walking
20.957272,2.848547,2.287091,Walking
19.12583,2.500543,2.323786,Walking
18.926696,5.143955,2.277017,Walking
20.643578,2.972826,2.299231,Walking
19.507106,3.213287,2.167963,Walking
17.690079,4.788492,2.238795,Walking
20.15677,2.4646,2.367008,Walking
18.007332,4.229394,2.34316,Walking
20.068543,3.806597,2.268763,Walking
17.939274,3.873015,2.173439,Walking
18.079061,2.541592,2.26296,Walking
21.27686,2.906515,2.42969,Walking
18.350026,4.875243,2.293958,Walking
16.088121,4.121167,2.18019,Walking
18.52399,2.703429,2.303698,Walking
20.120862,4.725725,2.368432,Walking
19.422438,4.633235,2.311451,Walking
19.894576,4.95952,2.331496,Walking
18.671655,4.258605,2.326427,Walking
17.704971,3.773469,2.199174,Walking
20.28474,3.930699,2.283266,Walking
19.235924,3.815694,2.372625,Walking
16.056498,5.0395,2.29933,Walking
17.23366,5.289151,2.216154,Walking
20.787848,3.990383,2.357499,Walking
17.647945,4.916291,2.319565,Walking
16.698945,6.178476,2.309206,Walking
23.107109,4.503977,2.374,Walking
17.413624,4.677503,2.272181,Walking
19.088567,6.208727,2.363602,Walking
17.986984,3.772735,2.360572,Walking
21.81214,2.94439,2.378409,Walking
16.037818,3.340433,2.32028,Walking
21.214478,3.414647,2.36078,Walking
20.948578,3.361177,2.335304,Walking
16.775926,2.589094,2.175454,Walking
20.208868,4.497421,2.352827,Walking
17.961584,2.069227,2.263661,Walking
21.556773,5.819742,2.46376,Walking
16.370763,7.658542,2.271956,Walking
19.833137,2.779536,2.248315,Walking
21.381332,8.115233,2.41494,Walking
18.652363,7.737484,2.452099,Walking
16.873206,3.856757,2.099129,Walking
23.111967,7.805577,2.380722,Walking
12.143795,5.121827,2.120155,Walking
21.482505,2.920695,2.443243,Walking
12.249145,7.593515,2.182956,Walking
20.170173,3.812629,2.293565,Walking
21.056844,4.427355,2.435892,Walking
13.334976,8.334912,2.247939,Walking
19.268528,3.445877,2.21872,Walking
21.273046,7.549102,2.556231,Walking
17.626695,7.971069,2.294915,Walking
22.02265,5.884656,2.40759,Walking
15.578381,7.878554,2.210294,Walking
19.775326,5.501305,2.417892,Walking
21.58482,3.535392,2.387745,Walking
12.821785,7.437541,2.193745,Walking
18.559934,3.178978,2.275018,Walking
19.948459,5.551548,2.489045,Walking
13.512456,8.036213,2.288621,Walking
18.252328,4.140619,2.210787,Walking
20.767147,7.783118,2.466867,Walking
16.67313,3.295421,2.188044,Walking
18.893082,3.42288,2.313299,Walking
17.234691,4.892639,2.222565,Walking
17.629014,4.365724,2.395503,Walking
20.661521,3.288015,2.171543,Walking
17.985084,4.436255,2.260812,Walking
15.865222,4.117278,2.297217,Walking
15.969943,4.515526,2.298402,Walking
16.803997,2.51397,2.194468,Walking
16.469959,6.208119,2.244308,Walking
22.145195,3.505996,2.368401,Walking
17.911429,4.86488,2.349453,Walking
17.627696,6.802776,2.255344,Walking
17.655032,3.535021,2.091887,Walking
18.259701,4.795013,2.27261,Walking
18.58577,3.35224,2.312032,Walking
20.623838,2.960782,2.319064,Walking
16.404056,4.730268,2.034997,Walking
18.101564,5.292406,2.295226,Walking
22.005502,3.33031,2.372722,Walking
20.216656,3.501348,2.326505,Walking
17.581478,6.464813,2.312831,Walking
20.635772,3.094984,2.215175,Walking
20.672205,3.342001,2.421293,Walking
21.974286,3.087233,2.429828,Walking
20.104424,2.938579,2.253485,Walking
16.65913,4.540638,2.288358,Walking
20.812333,3.890334,2.355637,Walking
17.708006,2.371605,2.134072,Walking
20.623198,3.666961,2.283897,Walking
16.977076,4.668613,2.295879,Walking
19.544568,4.591722,2.479533,Walking
18.81619,4.408283,2.42192,Walking
45.883596,5.018408,2.771634,Walking
50.570784,3.56087,2.681642,Walking
22.20001,3.93371,2.358931,Walking
35.830413,5.146353,2.501886,Walking
28.697843,5.118055,2.520348,Walking
27.285722,5.145879,2.397005,Walking
18.915511,4.355086,2.318181,Walking
19.246728,4.345005,2.403132,Walking
22.976688,4.940448,2.413071,Walking
16.90438,5.093004,2.318848,Walking
17.175377,4.549017,2.309051,Walking
17.742972,5.691678,2.423032,Walking
35.882774,4.792941,2.533097,Walking
18.800118,5.686707,2.393475,Walking
38.284375,4.97374,2.676292,Walking
36.633691,5.499565,2.578617,Walking
20.915247,5.623623,2.473299,Walking
23.515882,4.865939,2.497188,Walking
47.511904,4.408445,2.826767,Walking
16.861502,4.412237,2.316324,Walking
26.454286,4.995362,2.53902,Walking
21.0893,4.732255,2.403532,Walking
34.844678,5.531672,2.6153,Walking
34.129332,4.294712,2.508147,Walking
34.211005,5.790715,2.693895,Walking
20.472038,1.978593,2.321854,Walking
21.228482,5.197762,2.457497,Walking
29.725182,4.434872,2.643582,Walking
23.221196,5.295618,2.480092,Walking
46.030239,5.462388,2.667972,Walking
32.720472,5.009482,2.587322,Walking
26.743856,5.730927,2.395966,Walking
20.293644,6.138552,2.411932,Walking
31.810268,4.929917,2.684433,Walking
25.63561,4.24184,2.348306,Walking
30.283801,5.145036,2.43178,Walking
23.141584,6.64898,2.566482,Walking
21.778499,5.651309,2.585209,Walking
26.088474,5.14228,2.475639,Walking
18.023952,5.120151,2.377335,Walking
30.756728,4.058958,2.517669,Walking
26.935938,5.195801,2.507949,Walking
17.792854,5.520429,2.382384,Walking
33.287531,5.122775,2.498372,Walking
36.487234,4.657786,2.538704,Walking
22.731313,4.54769,2.439528,Walking
21.977388,3.880737,2.425495,Walking
21.368107,4.865113,2.501032,Walking
18.627478,5.518166,2.337197,Walking
19.775476,4.947021,2.374262,Walking
18.716893,4.347097,2.332183,Walking
25.945486,5.69208,2.441778,Walking
23.418164,4.348674,2.462042,Walking
21.566457,4.934592,2.407128,Walking
30.007267,5.259213,2.470023,Walking
27.460703,5.117182,2.433887,Walking
26.726345,5.242335,2.439624,Walking
15.840064,5.66755,2.298241,Walking
20.107976,6.175911,2.460104,Walking
20.394967,5.454281,2.479563,Walking
18.560319,3.936635,2.405018,Walking
40.82849,3.523974,2.591247,Walking
31.430399,5.830986,2.61815,Walking
33.845312,6.319772,2.520982,Walking
29.76144,5.772545,2.446561,Walking
16.625044,5.536741,2.337969,Walking
36.050652,5.648057,2.622237,Walking
20.088241,6.486858,2.479815,Walking
24.067109,5.822584,2.546517,Walking
19.263522,4.716879,2.401895,Walking
22.04466,4.76767,2.373645,Walking
34.665856,5.963219,2.582929,Walking
24.902781,5.028101,2.478831,Walking
23.962486,5.819247,2.506081,Walking
19.588467,5.787737,2.5352,Walking
29.002968,6.116054,2.58719,Walking
32.482222,5.200904,2.733278,Walking
37.634713,4.649341,2.576281,Walking
26.471555,5.365134,2.45402,Walking
18.133447,5.383319,2.421887,Walking
17.211136,6.060025,2.415155,Walking
17.228049,5.905946,2.320215,Walking
21.901632,5.821863,2.451952,Walking
23.154334,3.912504,2.452178,Walking
18.952672,5.598534,2.430658,Walking
33.130724,5.302266,2.451957,Walking
29.862151,6.453409,2.542788,Walking
24.701051,5.651523,2.497183,Walking
34.646581,3.49661,2.646058,Walking
37.05888,4.873284,2.51641,Walking
16.389798,5.680822,2.300942,Walking
19.088914,4.628623,2.278184,Walking
42.00114,5.087385,2.600591,Walking
28.325899,5.431129,2.498461,Walking
38.226391,4.515837,2.633915,Walking
25.407598,5.10558,2.593155,Walking
17.798263,5.525347,2.389444,Walking
23.056373,5.374612,2.502016,Walking
30.323751,4.915989,2.590105,Walking
38.764624,5.820642,2.617057,Walking
34.399535,5.419145,2.63996,Walking
12.038247,6.228479,2.174462,Cycling
14.820293,6.496489,2.281386,Cycling
13.83112,6.804303,2.163572,Cycling
14.045599,6.470448,2.221204,Cycling
14.43369,5.527134,2.208876,Cycling
13.254825,3.326256,2.134039,Cycling
12.925345,6.67463,2.201595,Cycling
20.992445,1.687846,3.413781,Walking
20.992445,4.856449,3.391824,Walking
16.657644,4.654068,3.224242,Walking
17.622336,4.654068,3.239482,Walking
19.737145,4.044978,3.262074,Walking
22.390256,4.044978,3.335031,Walking
22.390256,4.175218,3.292019,Walking
19.452354,3.884491,3.248747,Walking
20.832198,3.884491,3.296911,Walking
20.832198,3.852669,3.338843,Walking
20.092841,3.852669,3.260486,Walking
14.454919,4.198837,3.136231,Walking
